central_bank_code,currency,indicator_key,indicator,indicator_category,target_families,initial_signed_weight,initial_abs_weight,avg_abs_correlation,avg_model_importance,avg_pca_score,economic_rationale,initial_normalized_abs_weight,impact_score,contribution_hit_rate,refinement_multiplier,refined_signed_weight,refined_abs_weight,refined_normalized_abs_weight,weight_change,refinement_rationale
BOE,GBP,public_sector_net_borrowing,Public Sector Net Borrowing,Growth,"gdp_growth,inflation,unemployment",0.011627697361225035,0.011627697361225035,0.18869098489296132,0.013274199584582966,0.20689900895251542,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.31. weak positive Pearson correlation (0.31); Spearman 0.22; same macro theme; PCA loading signal 0.21; model importance signal 0.04",0.01735273449651721,0.10756289494765472,0.5714285714285714,1.1075628949476548,0.012878406150973607,0.012878406150973607,0.020806295100524303,0.0034535606040070922,Increased: contribution aligned with forward FX returns.
BOE,GBP,retail_sales_ex_fuel_yoy,Retail Sales Ex Fuel (YoY),Growth,"gdp_growth,inflation,unemployment",-0.013067348903985532,0.013067348903985532,0.49104143240696946,0.03849050566362137,0.3326698618140483,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson 0.49. moderate positive Pearson correlation (0.49); Spearman 0.63; PCA loading signal 0.33; model importance signal 0.03",0.019501215852106287,-0.13023904767041591,0.43243243243243246,0.8697609523295841,-0.011365469827153403,0.011365469827153403,0.01836200197506438,-0.0011392138770419079,Reduced: contribution moved against forward FX returns.
BOE,GBP,niesr_monthly_gdp_tracker,NIESR Monthly GDP Tracker,Growth,"gdp_growth,inflation,unemployment",0.008869451709381533,0.008869451709381533,0.22734522910471797,0.0129657443823627,0.2647667030528812,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.45. moderate positive Pearson correlation (0.45); Spearman 0.33; same macro theme; PCA loading signal 0.26; model importance signal 0.04",0.013236433307579945,0.16299631371689968,0.5625,1.1629963137168997,0.010315139642700777,0.010315139642700777,0.01666509324936331,0.0034286599417833654,Increased: contribution aligned with forward FX returns.
BOE,GBP,industrial_production_yoy,Industrial Production (YoY),Growth,"gdp_growth,unemployment",0.009368515260692064,0.009368515260692064,0.5871241338148183,0.02584098185899215,0.3013040413071897,"Linked to gdp_growth, unemployment; strongest target link is gdp_growth with Pearson 0.93. strong positive Pearson correlation (0.93); Spearman 0.73; same macro theme; PCA loading signal 0.30; model importance signal 0.03",0.013981216821782817,-0.006246685576559965,0.5135135135135135,0.9937533144234401,0.009309993091539317,0.009309993091539317,0.015041182998547176,0.001059966176764359,Mostly unchanged: validation signal was neutral.
BOE,GBP,gdp_qoq,GDP (QoQ),Growth,"gdp_growth,inflation,unemployment",0.007581153463954933,0.007581153463954933,0.19336084802090756,0.0,0.2542771630481861,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.42. moderate positive Pearson correlation (0.42); Spearman 0.32; same macro theme; PCA loading signal 0.25",0.01131382587201271,0.22777747821968572,0.5833333333333334,1.2277774782196857,0.009307969481971023,0.009307969481971023,0.015037913664022967,0.003724087792010257,Increased: contribution aligned with forward FX returns.
BOE,GBP,gdp_mom,GDP (MoM),Growth,"gdp_growth,inflation,unemployment",0.007930725985402367,0.007930725985402367,0.11236490159969599,0.0071211054446908666,0.21610470427070796,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.25. weak positive Pearson correlation (0.25); Spearman 0.11; same macro theme; PCA loading signal 0.22; model importance signal 0.02",0.011835514643530264,0.09242320046398783,0.5970149253731343,1.0924232004639878,0.008663709062976166,0.008663709062976166,0.013997049426472808,0.002161534782942544,Mostly unchanged: validation signal was neutral.
BOE,GBP,house_price_index_yoy,House Price Index (YoY),Housing,"gdp_growth,inflation,unemployment",0.009734480557676867,0.009734480557676867,0.19799764901312264,0.0,0.2558106461273045,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.29. weak positive Pearson correlation (0.29); Spearman 0.49; PCA loading signal 0.26",0.014527369549724755,-0.1400524237373187,0.49333333333333335,0.8599475762626814,0.008371142961750417,0.008371142961750417,0.013524380948157064,-0.0010029886015676913,Reduced: contribution moved against forward FX returns.
BOE,GBP,retail_sales_yoy,Retail Sales (YoY),Growth,"gdp_growth,inflation,unemployment",-0.0088055245102278,0.0088055245102278,0.47244425378218086,0.0,0.3404996048231921,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.71. strong positive Pearson correlation (0.71); Spearman 0.31; same macro theme; PCA loading signal 0.34",0.01314103078035904,-0.10710439169081407,0.4305555555555556,0.8928956083091859,-0.007862414164041298,0.007862414164041298,0.012702480988861972,-0.0004385497914970674,Reduced: contribution moved against forward FX returns.
BOE,GBP,nationwide_hpi_yoy,Nationwide House Prices (YoY),Housing,"gdp_growth,inflation,unemployment",0.008530433157845064,0.008530433157845064,0.19547769985525912,0.0,0.20634469076020148,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.36. weak positive Pearson correlation (0.36); Spearman 0.57; PCA loading signal 0.21",0.012730494880439251,-0.13936130721934897,0.4864864864864865,0.8606386927806511,0.007341620841820497,0.007341620841820497,0.011861089637985121,-0.0008694052424541299,Reduced: contribution moved against forward FX returns.
BOE,GBP,ppi_input_mom,PPI Input (MoM),Inflation,"gdp_growth,inflation,unemployment",-0.006658825283734799,0.006658825283734799,0.13031500320378378,0.004013641792879867,0.1596193014817409,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson -0.02. weak negative Pearson correlation (-0.02); Spearman -0.22; same macro theme; PCA loading signal 0.16; model importance signal 0.01",0.009937378280300564,0.09456817157568526,0.6,1.0945681715756852,-0.007288538215659542,0.007288538215659542,0.011775329585718705,0.0018379513054181413,Mostly unchanged: validation signal was neutral.
BOE,GBP,unemployment_rate,Unemployment Rate,Labor,"gdp_growth,inflation",-0.0077018920872027,0.0077018920872027,0.30018675667682276,0.009098303272387,0.2018655449434155,"Linked to gdp_growth, inflation; strongest target link is inflation with Pearson -0.56. moderate negative Pearson correlation (-0.56); Spearman -0.58; PCA loading signal 0.20; model importance signal 0.02",0.011494011613660942,-0.06703751849088518,0.5135135135135135,0.9329624815091149,-0.007185576353992047,0.007185576353992047,0.011608984864730752,0.00011497325106980989,Mostly unchanged: validation signal was neutral.
BOE,GBP,gdp_yoy,GDP (YoY),Growth,inflation,0.007462882207998634,0.007462882207998634,0.2551388278507315,0.0,0.2511112738654503,Linked to inflation; strongest target link is inflation with Pearson 0.26. weak positive Pearson correlation (0.26); Spearman 0.23; PCA loading signal 0.25,0.011137322335721577,-0.08488287148192636,0.49295774647887325,0.9151171285180737,0.0068294113366523315,0.0068294113366523315,0.01103356626336188,-0.00010375607235969635,Mostly unchanged: validation signal was neutral.
BOE,GBP,core_rpi_yoy,Core RPI (YoY),Inflation,"gdp_growth,inflation,unemployment",-0.0058103667107501315,0.0058103667107501315,0.23187925385108676,0.0015730484281426668,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson 0.54. moderate positive Pearson correlation (0.54); Spearman 0.59; model importance signal 0.00",0.008671170888509138,0.14038594956997857,0.5416666666666666,1.1403859495699786,-0.006626060558788582,0.006626060558788582,0.010705033660526204,0.0020338627720170657,Increased: contribution aligned with forward FX returns.
BOE,GBP,claimant_count_change,Claimant Count Change,Labor,"gdp_growth,inflation,unemployment",-0.007317857440555065,0.007317857440555065,0.32544636212253536,0.021639553793396934,0.2600240832323665,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson -0.65. moderate negative Pearson correlation (-0.65); Spearman -0.54; PCA loading signal 0.26; model importance signal 0.04",0.010920892873663213,-0.1832884064340021,0.4266666666666667,0.8167115935659979,-0.005976579011764522,0.005976579011764522,0.009655734191996395,-0.0012651586816668173,Reduced: contribution moved against forward FX returns.
BOE,GBP,house_price_index_mom,House Price Index (MoM),Housing,"gdp_growth,inflation,unemployment",0.004195276685526699,0.004195276685526699,0.13845518161101458,0.0,0.2192923964610399,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson -0.22. weak negative Pearson correlation (-0.22); Spearman -0.19; PCA loading signal 0.22",0.006260871796176827,-0.1209954808879623,0.4927536231884058,0.8790045191120377,0.0036876671655033397,0.0036876671655033397,0.005957778499801075,-0.000303093296375752,Reduced: contribution moved against forward FX returns.
BOE,GBP,retail_sales_mom,Retail Sales (MoM),Growth,"gdp_growth,inflation,unemployment",-0.003022125669052499,0.003022125669052499,0.06018228451477257,0.0,0.1735213017312006,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.09. weak positive Pearson correlation (0.09); Spearman -0.06; same macro theme; PCA loading signal 0.17",0.0045101057174962815,-0.08777887525012472,0.4166666666666667,0.9122211247498753,-0.00275684687695854,0.00275684687695854,0.004453949424837933,-5.615629265834886e-05,Mostly unchanged: validation signal was neutral.
BOE,GBP,retail_sales_ex_fuel_mom,Retail Sales Ex Fuel (MoM),Growth,"gdp_growth,inflation,unemployment",-0.002642934580325367,0.002642934580325367,0.05642090732510193,0.020130533790796434,0.1733677293344962,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.07. weak positive Pearson correlation (0.07); Spearman -0.08; same macro theme; PCA loading signal 0.17; model importance signal 0.06",0.003944215319620121,-0.07697839018112153,0.43243243243243246,0.9230216098188785,-0.0024394857309779023,0.0024394857309779023,0.0039412221836478785,-2.9931359722427595e-06,Mostly unchanged: validation signal was neutral.
BOE,GBP,composite_pmi,Composite PMI,Growth,"gdp_growth,inflation,unemployment",-0.0022339523275519014,0.0022339523275519014,0.22114326286781652,0.0016713259485917002,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson -0.39. weak negative Pearson correlation (-0.39); Spearman -0.44; same macro theme; model importance signal 0.01",0.003333865718517522,-0.10439144436128309,0.3793103448275862,0.8956085556387169,-0.002000746817444508,0.002000746817444508,0.00323239756668477,-0.00010146815183275206,Reduced: contribution moved against forward FX returns.
BOE,GBP,services_pmi,Services PMI,Growth,"gdp_growth,inflation,unemployment",0.0006852736321729331,0.0006852736321729331,0.33466223906013304,0.0,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson -0.45. moderate negative Pearson correlation (-0.45); Spearman -0.42; same macro theme",0.0010226763758244297,0.07588774406310916,0.6428571428571429,1.0758877440631092,0.0007372775021844698,0.0007372775021844698,0.0011911422191221873,0.0001684658432977576,Mostly unchanged: validation signal was neutral.
BOE,GBP,cbi_business_optimism,CBI Business Optimism Index,Sentiment,"gdp_growth,inflation,unemployment",0.00028722636906039966,0.00028722636906039966,0.2822975413514156,0.020368907772906602,0.176866111848199,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.64. moderate positive Pearson correlation (0.64); Spearman 0.11; PCA loading signal 0.18; model importance signal 0.06",0.0004286457385212402,0.07863588758524542,0.52,1.0786358875852455,0.0003098126695293515,0.0003098126695293515,0.0005005319565590482,7.188621803780803e-05,Mostly unchanged: validation signal was neutral.
BOJ,JPY,coincident_index,Coincident Index,Growth,"gdp_growth,inflation,unemployment",0.03891060779924163,0.03891060779924163,0.44805742579145963,0.10862800366985981,0.20308626972107416,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.59. moderate negative Pearson correlation (-0.59); Spearman -0.57; PCA loading signal 0.20; model importance signal 0.05",0.05142210973801206,0.0035875326404333392,0.4864864864864865,1.0035875326404333,0.03905020087478051,0.03905020087478051,0.0559265331230794,0.00450442338506734,Mostly unchanged: validation signal was neutral.
BOJ,JPY,cpi_ex_food_energy_yoy,CPI Ex Food and Energy (YoY),Inflation,"gdp_growth,inflation,unemployment",0.03881727076633423,0.03881727076633423,0.4707342617995763,0.0094398985943179,0.299368559399061,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.84. strong positive Pearson correlation (0.84); Spearman 0.79; same macro theme; PCA loading signal 0.30; model importance signal 0.01",0.05129876067151719,-0.005533578384275444,0.4864864864864865,0.9944664216157245,0.03860247235588508,0.03860247235588508,0.055285309690645684,0.003986549019128496,Mostly unchanged: validation signal was neutral.
BOJ,JPY,services_pmi,S&P Global Services PMI,Growth,"gdp_growth,inflation,unemployment",0.03977402122778197,0.03977402122778197,0.5006541107363575,0.10690132748075883,0.2276024113633742,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.65. moderate positive Pearson correlation (0.65); Spearman 0.14; same macro theme; PCA loading signal 0.23; model importance signal 0.02",0.05256314922782799,-0.06368368400306193,0.49333333333333335,0.9363163159969381,0.03724106502838082,0.03724106502838082,0.053335542716595574,0.0007723934887675851,Mostly unchanged: validation signal was neutral.
BOJ,JPY,cpi_index,Consumer Price Index,Inflation,"gdp_growth,inflation,unemployment",0.0356769060494593,0.0356769060494593,0.4230568741208751,0.018530068690063534,0.2118882974725932,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.73. strong positive Pearson correlation (0.73); Spearman 0.70; same macro theme; PCA loading signal 0.21; model importance signal 0.04",0.047148628144117515,-0.011122230651906121,0.5142857142857142,0.9888777693480939,0.03528009927143083,0.03528009927143083,0.05052710604015032,0.0033784778960328082,Mostly unchanged: validation signal was neutral.
BOJ,JPY,composite_pmi,S&P Global Composite PMI,Growth,"gdp_growth,inflation,unemployment",0.03516686428698413,0.03516686428698413,0.44755797307042827,0.0,0.2360756317683934,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.64. moderate positive Pearson correlation (0.64); Spearman 0.15; same macro theme; PCA loading signal 0.24",0.046474585126946286,-0.11924236673764202,0.410958904109589,0.880757633262358,0.030973484158662683,0.030973484158662683,0.04435930030913983,-0.0021152848178064565,Reduced: contribution moved against forward FX returns.
BOJ,JPY,retail_sales_yoy,Retail Sales (YoY),Growth,"gdp_growth,inflation,unemployment",0.029962587076565465,0.029962587076565465,0.3799305810965481,0.010178606404059,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.55. moderate positive Pearson correlation (0.55); Spearman 0.31; same macro theme; model importance signal 0.03",0.039596899864306936,-0.015184295438045455,0.581081081081081,0.9848157045619546,0.029507626302306734,0.029507626302306734,0.04225994240263129,0.0026630425383243547,Mostly unchanged: validation signal was neutral.
BOJ,JPY,leading_economic_index,Leading Economic Index,Growth,"gdp_growth,inflation,unemployment",0.03151523059412227,0.03151523059412227,0.34326354463861525,0.037444635347180864,0.2320006974664118,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.31. weak negative Pearson correlation (-0.31); Spearman -0.27; PCA loading signal 0.23; model importance signal 0.03",0.04164878776479291,-0.09912429679108262,0.44594594594594594,0.9008757032089174,0.02839130552327109,0.02839130552327109,0.04066118107423467,-0.0009876066905582376,Mostly unchanged: validation signal was neutral.
BOJ,JPY,eco_watchers_current,Eco Watchers Survey Current,Sentiment,"gdp_growth,inflation,unemployment",0.029790711836024567,0.029790711836024567,0.42481084540226766,0.005653091450478767,0.2047005807097212,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.68. moderate positive Pearson correlation (0.68); Spearman 0.38; PCA loading signal 0.20",0.03936975904127118,-0.12737340768644154,0.48,0.8726265923135584,0.025996167352065308,0.025996167352065308,0.03723093561414535,-0.002138823427125826,Reduced: contribution moved against forward FX returns.
BOJ,JPY,core_cpi_yoy,Core CPI (YoY),Inflation,"gdp_growth,inflation",0.025315845815954634,0.025315845815954634,0.5281973117857097,0.021460141406458,0.2359210660315635,"Linked to gdp_growth, inflation; strongest target link is inflation with Pearson 0.96. strong positive Pearson correlation (0.96); Spearman 0.94; same macro theme; PCA loading signal 0.24; model importance signal 0.04",0.033456023313107555,-0.007048525783367236,0.4794520547945205,0.9929514742166328,0.025137406423993126,0.025137406423993126,0.03600104382325184,0.002545020510144283,Mostly unchanged: validation signal was neutral.
BOJ,JPY,tankan_large_non_manufacturing_index,Tankan Large Non-Manufacturing Index,Sentiment,"gdp_growth,inflation,unemployment",0.029541159045827364,0.029541159045827364,0.49127734911533,0.0,0.2133580552271639,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.59. moderate negative Pearson correlation (-0.59); Spearman -0.52; PCA loading signal 0.21",0.03903996385973208,-0.154658703411702,0.44,0.845341296588298,0.024972361690520833,0.024972361690520833,0.035764671677998953,-0.0032752921817331276,Reduced: contribution moved against forward FX returns.
BOJ,JPY,ppi_yoy,PPI (YoY),Inflation,"gdp_growth,inflation,unemployment",0.026589425640137332,0.026589425640137332,0.24545044280435557,0.019001982138159932,0.1624672141296354,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.38. weak positive Pearson correlation (0.38); Spearman 0.41; same macro theme; PCA loading signal 0.16; model importance signal 0.02",0.03513911605267965,-0.06189767456909373,0.5540540540540541,0.9381023254309062,0.024943602024884992,0.024943602024884992,0.03572348294255687,0.0005843668898772164,Mostly unchanged: validation signal was neutral.
BOJ,JPY,tankan_non_manufacturing_outlook,Tankan Non-Manufacturing Outlook,Sentiment,"gdp_growth,inflation,unemployment",0.02906886257818073,0.02906886257818073,0.48752296535640244,0.0,0.2286753286219133,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.50. moderate negative Pearson correlation (-0.50); Spearman -0.47; PCA loading signal 0.23",0.038415802939051884,-0.17102719891449525,0.48,0.8289728010855048,0.024097296435804088,0.024097296435804088,0.034511429316718856,-0.003904373622333028,Reduced: contribution moved against forward FX returns.
BOJ,JPY,household_spending_yoy,Household Spending (YoY),Growth,"gdp_growth,inflation,unemployment",0.0192127859542015,0.0192127859542015,0.15210246470762043,0.0042107057750033665,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.27. weak positive Pearson correlation (0.27); Spearman 0.13; same macro theme; model importance signal 0.01",0.025390556549701127,0.015430586596668829,0.5945945945945946,1.0154305865966688,0.019509250511631066,0.019509250511631066,0.027940566770549836,0.0025500102208487092,Mostly unchanged: validation signal was neutral.
BOJ,JPY,cpi_headline_mom,Headline CPI (MoM),Inflation,"gdp_growth,inflation,unemployment",0.023249664246728998,0.023249664246728998,0.2513798996398066,0.027244076645695666,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.42. moderate positive Pearson correlation (0.42); Spearman 0.42; same macro theme; model importance signal 0.08",0.03072547189279668,-0.17248051195218422,0.4264705882352941,0.8275194880478158,0.01923955025473679,0.01923955025473679,0.027554310105728376,-0.003171161787068305,Reduced: contribution moved against forward FX returns.
BOJ,JPY,eco_watchers_outlook,Eco Watchers Survey Outlook,Sentiment,"gdp_growth,inflation,unemployment",0.024472734283976734,0.024472734283976734,0.3192962030965922,0.008416758937460633,0.184457201111493,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.54. moderate positive Pearson correlation (0.54); Spearman 0.36; PCA loading signal 0.18",0.03234181368825569,-0.22567804602346506,0.41333333333333333,0.7743219539765349,0.018949775429917402,0.018949775429917402,0.02713930324339589,-0.005202510444859802,Reduced: contribution moved against forward FX returns.
BOJ,JPY,cpi_headline_yoy,Headline CPI (YoY),Inflation,unemployment,0.0178983617279414,0.0178983617279414,0.6467461333494563,0.0942238272972632,0.2423028146893594,Linked to unemployment; strongest target link is unemployment with Pearson -0.65. moderate negative Pearson correlation (-0.65); Spearman -0.60; PCA loading signal 0.24; model importance signal 0.09,0.023653486104701145,0.007397387387905158,0.4864864864864865,1.0073973873879052,0.01803076284325184,0.01803076284325184,0.025823120823912565,0.0021696347192114197,Mostly unchanged: validation signal was neutral.
BOJ,JPY,current_account,Current Account,Growth,"gdp_growth,inflation,unemployment",0.017023285262964268,0.017023285262964268,0.11228258245409019,0.0,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.17. weak positive Pearson correlation (0.17); Spearman 0.09; same macro theme",0.022497033390228696,0.036950027257710766,0.47297297297297297,1.0369500272577108,0.017652296117446585,0.017652296117446585,0.025281092065991356,0.00278405867576266,Mostly unchanged: validation signal was neutral.
BOJ,JPY,tankan_small_manufacturers_index,Tankan Small Manufacturers Index,Sentiment,"gdp_growth,inflation,unemployment",0.023870310319885932,0.023870310319885932,0.3545751491217745,0.0,0.24782375290220013,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.43. moderate negative Pearson correlation (-0.43); Spearman -0.39; PCA loading signal 0.25",0.03154568345687726,-0.2958952199100159,0.375,0.7041047800899841,0.01680719959846296,0.01680719959846296,0.024070770034289327,-0.0074749134225879366,Reduced: contribution moved against forward FX returns.
BOJ,JPY,consumer_confidence,Consumer Confidence,Sentiment,"gdp_growth,inflation,unemployment",0.016466444323794766,0.016466444323794766,0.21332393231005284,0.0,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.21. weak negative Pearson correlation (-0.21); Spearman -0.14",0.021761143166454038,-0.07562129756657338,0.4533333333333333,0.9243787024334267,0.01522123043772167,0.01522123043772167,0.021799392299644605,3.824913319056683e-05,Mostly unchanged: validation signal was neutral.
BOJ,JPY,tertiary_industry_index_mom,Tertiary Industry Index (MoM),Growth,"gdp_growth,inflation,unemployment",0.0182993238553587,0.0182993238553587,0.2819731613654513,0.013780202287892932,0.3431737002512582,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.71. strong positive Pearson correlation (0.71); Spearman 0.51; same macro theme; PCA loading signal 0.34; model importance signal 0.04",0.024183375502040267,-0.1813003559366914,0.3835616438356164,0.8186996440633086,0.01498164992698138,0.01498164992698138,0.021456272237022483,-0.0027271032650177836,Reduced: contribution moved against forward FX returns.
BOJ,JPY,machinery_orders_yoy,Machinery Orders (YoY),Growth,"gdp_growth,inflation,unemployment",0.016157465985151366,0.016157465985151366,0.09225171274689986,0.0040927766833392335,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.19. weak positive Pearson correlation (0.19); Spearman 0.09; same macro theme; model importance signal 0.01",0.021352814462919905,-0.10910466096858384,0.47297297297297297,0.8908953390314162,0.01439461113673,0.01439461113673,0.020615532788516105,-0.0007372816744037995,Reduced: contribution moved against forward FX returns.
BOJ,JPY,tankan_large_manufacturing_outlook,Tankan Large Manufacturing Outlook,Sentiment,"gdp_growth,inflation,unemployment",0.0168368425228906,0.0168368425228906,0.27816342894542484,0.0,0.24423008895579437,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.40. moderate positive Pearson correlation (0.40); Spearman 0.08; PCA loading signal 0.24",0.022250640964559348,-0.15272797907360677,0.44,0.8472720209263932,0.014265385590388951,0.014265385590388951,0.020430459814859313,-0.0018201811497000342,Reduced: contribution moved against forward FX returns.
BOJ,JPY,machine_tool_orders_yoy,Machine Tool Orders (YoY),Growth,"gdp_growth,inflation,unemployment",-0.012064279805150234,0.012064279805150234,0.2896526487211167,0.03347574133880404,0.3153816985389736,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson 0.36. weak positive Pearson correlation (0.36); Spearman 0.28; PCA loading signal 0.32; model importance signal 0.04",0.01594348572634245,0.11353633424387521,0.6,1.113536334243875,-0.013434013909519402,0.013434013909519402,0.019239794086996977,0.0032963083606545283,Increased: contribution aligned with forward FX returns.
BOJ,JPY,capacity_utilization,Capacity Utilization,Growth,"gdp_growth,inflation,unemployment",0.014614076572780165,0.014614076572780165,0.30957166249459916,0.0144501399299199,0.3302692824483402,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.77. strong positive Pearson correlation (0.77); Spearman 0.50; same macro theme; PCA loading signal 0.33; model importance signal 0.02",0.01931315627662489,-0.0943444519267452,0.4657534246575342,0.9056555480732548,0.013235319528105733,0.013235319528105733,0.01895522991947491,-0.0003579263571499812,Mostly unchanged: validation signal was neutral.
BOJ,JPY,tankan_large_manufacturers_index,Tankan Large Manufacturers Index,Sentiment,"gdp_growth,inflation,unemployment",0.015563411846324898,0.015563411846324898,0.23368659217750232,0.0,0.2383171698219709,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.21. weak negative Pearson correlation (-0.21); Spearman 0.04; PCA loading signal 0.24",0.020567745330238554,-0.16317871527149982,0.44,0.8368212847285001,0.01302379429600036,0.01302379429600036,0.018652289790238644,-0.0019154555399999093,Reduced: contribution moved against forward FX returns.
BOJ,JPY,tankan_large_all_industry_capex,Tankan Large All Industry Capex,Sentiment,"gdp_growth,inflation,unemployment",0.016806592723641565,0.016806592723641565,0.2724264801944929,0.0,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.50. moderate positive Pearson correlation (0.50); Spearman 0.54",0.0222106645009543,-0.2382761212924413,0.4,0.7617238787075586,0.012801982997310486,0.012801982997310486,0.018334618263195,-0.0038760462377592994,Reduced: contribution moved against forward FX returns.
BOJ,JPY,leading_index_mom,Leading Index (MoM),Growth,"inflation,unemployment",-0.009634872346059167,0.009634872346059167,0.23102252202901014,0.0,0.0,"Linked to inflation, unemployment; strongest target link is inflation with Pearson -0.33. weak negative Pearson correlation (-0.33); Spearman -0.34",0.01273291503558699,0.23664476253018385,0.5909090909090909,1.236644762530184,-0.011914914424400975,0.011914914424400975,0.017064185107566698,0.004331270071979707,Increased: contribution aligned with forward FX returns.
BOJ,JPY,imports_yoy,Imports (YoY),Growth,"gdp_growth,inflation,unemployment",-0.009570003675791732,0.009570003675791732,0.022068679546347964,0.0,0.2522980026779893,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson -0.04. weak negative Pearson correlation (-0.04); Spearman 0.06; same macro theme; PCA loading signal 0.25",0.012647188184486095,0.10169460119471474,0.5066666666666667,1.1016946011947146,-0.010543221383033326,0.010543221383033326,0.015099687240865864,0.0024524990563797693,Increased: contribution aligned with forward FX returns.
BOJ,JPY,reuters_tankan_index,Reuters Tankan Index,Sentiment,"gdp_growth,inflation,unemployment",0.0114742399258032,0.0114742399258032,0.18587585478312166,0.008121915573519467,0.2118315812685053,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.27. weak negative Pearson correlation (-0.27); Spearman 0.04; PCA loading signal 0.21; model importance signal 0.02",0.015163721617230334,-0.14932188964979537,0.3684210526315789,0.8506781103502046,0.009760884737787138,0.009760884737787138,0.013979248028682025,-0.0011844735885483092,Reduced: contribution moved against forward FX returns.
BOJ,JPY,machinery_orders_mom,Machinery Orders (MoM),Growth,"gdp_growth,inflation,unemployment",0.010488598747056231,0.010488598747056231,0.2533532772772191,0.13112620540160339,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.64. moderate positive Pearson correlation (0.64); Spearman 0.61; same macro theme; model importance signal 0.39",0.013861152684939895,-0.10234560010152548,0.4794520547945205,0.8976543998984745,0.009415136814064654,0.009415136814064654,0.013484078163351334,-0.00037707452158856035,Reduced: contribution moved against forward FX returns.
BOJ,JPY,household_spending_mom,Household Spending (MoM),Growth,"gdp_growth,inflation,unemployment",0.0118941388139867,0.0118941388139867,0.09919346783920559,0.006429672034412633,0.23782385471929426,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.28. weak positive Pearson correlation (0.28); Spearman 0.44; same macro theme; PCA loading signal 0.24; model importance signal 0.02",0.015718636791479088,-0.2183531848883815,0.4189189189189189,0.7816468151116185,0.009297015722448187,0.009297015722448187,0.013314908658589863,-0.0024037281328892247,Reduced: contribution moved against forward FX returns.
